11 1690409842 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409843 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409844 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409845 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409846 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409847 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409848 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409849 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409850 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409851 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409852 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409853 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409854 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409855 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409856 1,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409857 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409858 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409859 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409860 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409861 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409862 1,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409863 1,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409864 1,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409865 1,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409866 1,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409867 2,400000 -1,000000 -101,000000 0,000000 0,000000
11 1690409868 2,400000 -1,000000 -101,000000 0,000000 0,000000
11 1690409869 2,400000 -1,000000 -101,000000 0,000000 0,000000
11 1690409870 2,400000 -1,000000 -101,000000 0,000000 0,000000
11 1690409871 2,400000 -1,000000 -101,000000 0,000000 0,000000
11 1690409872 3,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409873 3,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409874 3,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409875 3,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409876 3,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409877 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409878 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409879 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409880 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409881 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409882 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409883 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409884 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409885 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409886 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409887 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409888 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409889 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409890 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409891 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409892 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409893 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409894 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409895 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409896 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409897 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409898 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409899 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409900 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409901 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409902 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409903 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409904 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409905 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409906 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409907 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409908 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409909 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409910 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409911 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409912 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409913 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409914 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409915 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409916 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409917 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409918 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409919 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409920 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409921 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409922 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409923 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409924 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409925 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409926 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409927 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409928 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409929 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409930 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409931 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409932 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409933 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409934 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409935 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409936 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409937 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409938 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409939 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409940 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409941 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409942 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409943 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409944 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409945 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409946 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409947 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409948 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409949 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409950 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409951 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409952 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409953 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409954 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409955 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409956 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409957 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409958 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409959 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409960 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409961 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409962 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409963 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409964 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409965 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409966 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409967 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409968 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409969 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409970 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409971 2,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409972 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409973 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409974 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409975 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409976 2,600000 -1,000000 -101,000000 0,000000 0,000000
11 1690409977 3,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409978 3,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409979 3,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409980 3,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409981 3,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409982 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409983 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409984 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409985 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409986 2,200000 -1,000000 -101,000000 0,000000 0,000000
11 1690409987 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409988 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409989 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409990 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409991 2,800000 -1,000000 -101,000000 0,000000 0,000000
11 1690409992 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409993 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409994 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409995 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409996 3,000000 -1,000000 -101,000000 0,000000 0,000000
11 1690409997 2,000000 -1,000000 -101,000000 0,000000 0,000000
